CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,PitchSatisfactionScore,NumberOfChildrenVisiting,MonthlyIncome,Weather,review_text
200947,1,52,Self Enquiry,3,11,Male,3,3,Standard,4,1,4,1,23446,sun,"Thank you so much for a wonderful visit! We loved the place, great location and Alexis is such a thoughtful host! We were arriving in the middle of the night and Alexis made sure that everything went perfect. If we are back in Athens I would love to stay here again."
200948,0,30,Self Enquiry,1,23,Female,3,3,Standard,5,2,4,2,26916,fog,Alexis was very communicative. Place was very nice and only a 15-20 min walk to Acropolis. Bathroom was a bit small but had everything we needed.
200949,0,39,Self Enquiry,1,,Male,2,3,Deluxe,3,1,3,0,19534,fog,"Hands down amazing. Let me first talk about the apartment itself. The place has everything you need, it has all the necessary amenities, its clean, comfortable, spacious and easily fits 4. Its just a 4 minute walk from theMONASTIRAKI Metro station, approx 15-20 mins walk to Acropolis (we took more because there was so much Athens culture/food to see on the way). Major plus point, the place is a 3-4 minute walk to an amazing array of restaurants (PLAKA neighborhood?) where we had the most amazing food, especially kebabs at O Thanasis. We also met Alexis and his mom, who went above and beyond the call of hospitality required. See Athens has a flat fare taxi rate from the Airport to Athens city center for 38 EUR and Alexis's place falls within the set boundary, dont let anyone tell you otherwise. However, we seemed to have gotten a  (rare) taxi driver who kept saying it wasnt and kept us on the meter. I called Alexis to double check, who proceeded to talk to the taxi driver and set everything straight.  Alexis treated us like family and should we come back, we would definitely book with Alexis again!"
200950,0,31,Company Invited,3,8,Female,2,3,Standard,3,2,1,0,24852,sun,"Excellent communication and willingness to help. His mother was even going to meet us at the train station so we could find out way to their home easier! Our stay was great.  Having a washing machine helped greatly.  Easy access to everything... The Acropolis, train stations, food, night life..."
200951,0,41,Company Invited,3,16,Male,2,5,Deluxe,4,2,1,0,21151,sun,"Alexis was a such great host, very accommodating and super sweet! He picked us up from the port, dropped us off at the airport, and made arrangements to hold our luggages since our flight home wasn’t until late at night. We met his mom as well and she was such a sweet lady! His place is conveniently located within walking distance to the Acropolis, market and metro. Highly recommend staying with him!"
200952,1,31,Company Invited,3,6,Female,2,3,Basic,4,2,5,1,17302,sun,Alexis was great- very accommodating and super nice! His place is well located- we walked about 20 min to get everywhere we needed to go. Would recommend staying here!!
200953,1,44,Self Enquiry,1,9,Male,2,3,Basic,5,5,5,1,17362,rain,"The location of the place is very central, just a 5 minutes walk from metro station. His house is very stylish and super Comfortable. It is so close to a lot of cafés and walkable to Acropolis area. His mother helped us with our check in and was extremely sweet. He called us many times to make sure we were settled properly. It was great to stay there as house had all the amenities one would need"
200954,0,42,Company Invited,1,8,Male,2,3,Super Deluxe,3,1,4,1,32861,rain,"very good value. good location next to a metro and sites, comfortable beds and air conditioning. the host was very communicative and available. there's a restaurant right across from the apartment that the host recommended and we loved! the host explained which metro stop to go to from the airport and met us there to walk us over to the apartment. we had five people and easily fit, the sofa bed was comfortable. the cot was a little broken so it sagged in the middle, but otherwise comfortable. overall great experience and exceeded expectations."
200955,0,55,Self Enquiry,1,8,Female,2,5,King,3,5,4,1,34187,rain,"The place is clean,  convenient and very nice.  What's even better than the place is how nice and accommodating Alex is as host. We paid him extra to pick us up from the airport and also to take us to the cruise ship port which was well worth it! He is one of my favorite hosts of all time.  I look forward to keeping in touch with him outside of airbnb."
200956,0,56,Self Enquiry,2,14,Male,2,3,King,4,7,4,,34717,sun,"I enjoyed the location.  We were picked up at the airport and taken to the airport for the standard taxi fee. How  great is it to know your host is there to pick you up and drop you off at the airport? No hassles and no worries.   Alexis was a great host and very dependable .
  The first night I went for a walk up the hill and there was the Acropolis . I was surprised to see it , I will never forget that night. "
200957,0,,Company Invited,1,22,Male,3,3,Basic,3,1,3,2,18544,rain,"Alexis’s place was just what we needed for our one night stay in Athens. It was clean, had enough room to sleep the 4 of us comfortably, and walkable to all the major sites and nightlife. Alexis and his mother were extremely kind and attentive, and he even drove us to the airport the next morning so we didn’t have to worry about finding a taxi. Would definitely recommend staying here!"
200958,0,34,Self Enquiry,1,15,Male,2,3,Standard,3,1,5,1,23500,sun,"What an amazing location! Grocery store down the street is very handy. Alexis and his wife took us to and from the airport, which worked out great. We were able to walk everywhere we needed to go and enjoyed our stay! "
200959,0,40,Self Enquiry,1,,Male,3,3,Deluxe,3,2,3,2,19661,sun,Alexis apartment was great. Perfect location for walking to the Acropolis and close to the metro. The apartment was very clean and really good value. Alexis also picked us up from the airport for a good price and took us at 5.45am to our Ferry Terminal.  These extras really helped our holiday run smoothly. Alexis is a great guy and we would recommend him and his place.
200960,0,,Company Invited,3,6,Female,3,3,Deluxe,5,1,3,1,,sun,"Alexis and his mom are great ,helpful hosts.Alexis place was just what we needed for 1 night stay in Athens. It was clean, comfortable and close to the metro . I enjoyed the location.
Anikó"
200961,0,35,Company Invited,1,,Male,2,3,Deluxe,3,2,1,1,,sun,Good location. Small apartment.
200962,0,51,Self Enquiry,2,11,Male,2,3,Super Deluxe,4,2,3,1,29026,sun,"Alexis was an awesome
Hostess. His place was very clean and comfy . Excellent location to visit around all the main touristic areas. Alexis was very helpful and kind. Thank you very much Alexis for all your help and for letting us stay at your beautiful place."
200963,0,38,Self Enquiry,3,8,Female,2,3,Deluxe,5,4,4,1,21893,sun,Very clean apartment with comfortable beds enough for five people. Renovated and location walking distance to really nice cafes and restaurants.  Very helpful host and good value! Thanks Alexis 
200964,0,34,Self Enquiry,3,21,Female,3,3,Deluxe,5,2,1,2,21125,sun,"Perfect place, locally centre, beautiful, host are the best. "
200965,0,,Self Enquiry,1,25,Male,3,3,Basic,3,4,5,2,18669,sun,Great experience. Alexis is very accommodating!
200966,1,58,Self Enquiry,1,13,Female,2,4,Standard,5,1,4,0,25008,sun,"Simply, comfy and cool flat in a good location. Ground floor in the city centre, so expect street noise. "
200967,0,40,Self Enquiry,1,6,Male,2,3,Basic,4,4,1,1,17387,sun,"Alexis was much more than a host. He has been waiting my daughter and her friends (eighteen years old) at the airport for many hours because it was July the 23th, the day of the fire near Athens and their plane was terribly in late! He brought them at home at 3 a.m. He was simply wonderful.
The flat was perfect, as expected.
We advise this apartment!"
200968,0,36,Company Invited,3,,Female,2,1,Deluxe,5,3,1,0,19639,sun,Perfect location for sightseeing.
200969,0,48,Self Enquiry,1,10,Male,2,3,Standard,3,2,5,1,22898,sun,Wonderful location and wonderful hosts.
200970,0,27,Self Enquiry,3,17,Female,3,1,Basic,3,1,3,1,17534,sun,"small place , good location, not really for more then 2-3 people , very small bathroom"
200971,0,51,Self Enquiry,1,17,Fe Male,2,4,Super Deluxe,4,4,1,1,28142,sun,Alexis was a great host! His place is in a great location super close to the Acropolis. A 5 min walk to the metro that takes you all over athens and the airport. I highly recommend his place.
200972,0,18,Company Invited,1,6,Female,3,3,Basic,3,2,5,1,16611,rain,Good spot to seek out the fine things Athens has to offer
200973,0,35,Self Enquiry,1,6,Female,2,4,Deluxe,3,1,1,1,20363,rain,"A very friendly and considerate host. He offered to pick up from the airport for a small fee, as well as having a very clean and spacious home. The location is very close to Acropolis and restaurants/bars. The perfect place to be for a visit to Athens. Thank you!"
200974,0,27,Company Invited,3,8,Male,2,5,Deluxe,3,4,4,1,20071,sun,"Alexis was a great host! Quick responses, willing to help, easy going and very accommodating for our family. We certainly recommend him."
200975,1,55,Self Enquiry,3,19,Male,2,1,Super Deluxe,3,7,3,1,28695,rain,"Very good place, close to the Acropolis and metro station. A little bit loud because of traffic but I can recommend!"
200976,0,56,Self Enquiry,1,29,Male,3,3,Super Deluxe,4,5,4,2,28402,sun,Perfect location. Close to the touristic neighborhood of Athens and really close to Ghazi where there are some nice restaurants and bars that are less touristic :). His hospitality is outstanding and the apartment was really clean! I recommend!
200977,0,34,Company Invited,1,32,Female,3,4,Basic,3,2,1,0,17029,fog,"Alexis was a great host. If you are in the area and need a very nice place, stay here"
200978,0,40,Self Enquiry,1,8,Female,2,1,Deluxe,3,6,3,0,21377,fog,The host canceled this reservation 12 days before arrival. This is an automated posting.
200979,0,34,Self Enquiry,1,35,Male,2,3,Deluxe,3,5,3,0,20429,sun,"The apartment was as described. We were three persons, and was perfect in space and services. The location is perfect to get the Acrópolis,MONASTIRAKI Square,PLAKA and Syntagma Square. There is a metro station near the place, the Karameikos. Alexis always gave us prompt response to our questions and he received us at the airport. Thank you Alexis, we had a great time in Athens!"
200980,1,31,Company Invited,3,8,Female,2,4,Basic,3,1,5,1,17785,sun,"We have just come back from a week long stay at Alexis’s place.  The location was perfect,  all main attractions are within walking distance.  Alexis’s mum greeted us and showed us around the apartment and was delightful, informative and very welcoming.  The apartment itself was very clean and all amenities as described.  I would highly recommend Alexis’s place to anyone visiting Athens.  An added bonus was the drop off at the airport, very reasonable price and convenient.  Thank you, Alexis for your wonderful hospitality!"
200981,1,35,Company Invited,3,,Female,3,3,Deluxe,3,1,5,2,19614,sun,"Staying at Alexis was really one of the most brilliant things that happened in this trip, the house is stylish, cozy and comfortable. Communication with Alexis was easy and very nice, he came the moment we needed him, even the most warm wonderful welcome from Alexis mom whom is adorably sweet. Everything was absolutely perfect
Super recommended"
200982,0,38,Company Invited,1,13,Male,2,1,Basic,3,2,3,0,17610,sun,This place was perfect for our needs. Alexis and his mother were very friendly hosts.
200983,0,34,Self Enquiry,1,8,Female,3,3,Deluxe,3,2,5,1,21687,sun,"It was a great time in Alexis's apartment! He came to us at the airport in the evening, the apartment was clean and nice! I recommend and thank You!"
200984,0,28,Self Enquiry,3,,Male,2,4,Deluxe,5,2,4,0,19724,sun,"This is a great location for easy access to the Acropolis, food, night life and public transportation. The traffic can be a bit noisy on Saturday nights, but the location couldn't be better. We spent so much time walking around the various neighborhoods, that we got to know our way around pretty well and loved the short walk to the restaurants and museums."
200985,1,31,Self Enquiry,1,28,Male,3,3,Deluxe,3,2,5,0,21179,sun,"Alexis made the trip to see the Acropolis, very easy. I was worried about transportation, but shouldn't have. Alexis's communication with us was awesome! His wife met us at the airport and drove us to the apartment. Despite knowing little English, she was fantastic. 
It's a family operation and you see how hard they have worked to make a pleasant stay for the people who come. 
First time taking my daughter's to Greece and the goal was to see the Acropolis. For the value, location, and our family of four, it was tight, but good. We were only in the apartment to sleep. We ate at the restaurants closer to the Acropolis, but there are other places around. I would have liked to have explore more, but soon it was time to leave. 
Alexis's wife met us at the apartment, VERY prompt. We sent Alexis our flight info and he recommended the time to leave based on traffic congestion for that time. I would have missed the flight! I would recommend and stay there again."
200986,0,39,Self Enquiry,3,27,Male,2,4,Deluxe,3,4,1,1,21120,sun,Alexis was great at communicating and drove us from the airport to place ! The place was what we expected and was perfect for us 3 backpackers.
200987,0,51,Company Invited,3,8,Male,2,3,Standard,4,3,4,0,25596,sun,"The apartment is very clean, spacious and it's near all the famous places tourist want to visit. it's not noisy at all! You'll be able to rest just fine. We recommend it"
200988,0,41,Company Invited,1,28,Female,3,3,Deluxe,3,4,5,0,20467,sun,"Alexis was an amazing host. His home is about a 15 minute walk from the Acropolis and a 5 minute walk to beautiful restaurants with rooftop gardens. His hospitality is outstanding! He personally picked us all up at the airport late at night and checked us in. When it was time to leave, two of our party left hours before the last guest. He gave all travelers separate transfers to the airport based on their flight, and even let the last guest stay after checkout. You'll deeply enjoy his apartment."
200989,0,37,Self Enquiry,1,10,Male,2,3,Basic,3,1,5,1,17996,sun,Alexis was an amazing host. He responded to my questions very quickly. The apartment was just as described and it was at a very convenient location close to the Acropolis. Alexis also transported me and my family to and from the airport! My family and I had a wonderful stay and we would highly recommendhis place for future travelers!
200990,0,33,Company Invited,3,11,Male,3,3,Deluxe,3,7,1,2,24998,rain,"I only spent one night here, my first in Athens. Alexis was very kind, helpful, and welcoming. I would stay here again, for sure."
200991,0,,Self Enquiry,3,8,Male,2,3,Deluxe,4,1,1,1,,rain,This was a great home.  Nice shutters made it pleasantly dark.  Great WiFi.  Shower had good pressure.  Thanks for having usb plugs we could use.  His mother who let us in was so sweet!  Extra blankets and pillows a big plus in my book! Thanks. Would recommend ear plugs if sensitive to noise from train.
200992,0,39,Company Invited,1,31,Male,3,3,Standard,3,4,1,0,25920,sun,Alex’s place was wonderful. It was very close to everything a visitor would want to see. He is very nice and helpful with anything you can think of.
200993,0,25,Self Enquiry,3,24,Male,3,1,Deluxe,3,3,1,0,21232,fog,This place was perfect for our family of 4! Very comfortable and easily within walking distance of the acropolis and surrounding restaurants and cafes. Location is perfect. Alexis was wonderful and responded quickly to any questions. I would highly recommend staying here!
200994,0,52,Company Invited,1,34,Female,2,1,Super Deluxe,3,3,4,0,28247,sun,"The apartment is walking distance to bus stop. Lots of restaurants and bakeries and corner stores near by very convenient location.
Host was not in attendance, however his mother was the hostess and she was amazing!!  I was met at the station by Alexandra. I can't thank her enough for her hospitality."
200995,0,,Self Enquiry,1,12,Female,3,4,Deluxe,3,2,4,1,,rain,"House located in very convenient location and with the necessary for a short stay in Athens. Next to restaurants, pharmacy and supermarkets. Good value for money."
200996,0,27,Self Enquiry,3,16,Female,3,4,Deluxe,3,2,3,2,20769,rain,"
this was the second time I have stayed at Konstantinos' apartment.  "
200997,1,27,Self Enquiry,1,23,Female,2,3,Basic,3,2,5,0,17394,rain,Konstantinos was a wonderful and very helpful host. His place is very cozy and located in nice neighborhood just in the very centre of Athens. Good value for money
200998,0,,Self Enquiry,1,8,Male,2,4,Basic,3,1,3,0,,rain,No complaints whatsoever. Great apartment with everything as described. Good location: a friendly neighbourhood with plenty of supermarkets/bars/restaurants/etc.; a short walk to the centre of Athens; and close to transport links. Stayed for two months initially but booked another month.
200999,0,42,Self Enquiry,2,16,Female,2,3,Super Deluxe,5,1,3,1,31799,rain,"Continued my stay for an additional month and had another great experience. No problems whatsoever, and would fully recommend to anyone."
201000,0,52,Self Enquiry,1,14,Female,2,3,Basic,5,1,1,1,17950,fog,"It's a very nice place, well furnished and quiet.
The neighborhood is nice, a local market is very close and there are useful shops.
You can find a lot of buses around.
Konstantinos is very reactive when you need something.
I spent two months there and I recommend it !!"
201001,0,,Self Enquiry,1,17,Female,3,3,Basic,3,5,3,1,18629,fog,"We stayed there for a week but the apartment had no hot/warm water. 
About 3 and a half kilometres to the main shopping street/centre and the same distance to the main metro central. "
201002,0,35,Company Invited,1,24,Male,2,3,Standard,3,3,3,0,24362,rain,"This place and its people cannot disappoint you. 
Just get it while it's available!"
201003,0,25,Self Enquiry,1,6,Male,2,3,Basic,3,5,5,1,18229,sun,Nikos was a great host.  His apartment was very nice and had all the amenities you will need as a would be traveler away from home.  His apartment also has a very cool ecological element as well.  I definitely appreciated the stocked refrigerator after a long day of touring. I would definitely stay again while in Athens. 
201004,0,,Self Enquiry,1,13,Male,3,1,Basic,5,1,1,0,18578,sun,Nikos provided every information I needed about the city. The flat is as it is on the pictures. I would strongly recommend.
201005,0,29,Self Enquiry,2,23,Male,2,4,Standard,5,2,3,0,22988,sun,"Nikos picked us up at the airport and patiently waited while we tracked one of our bags that got lost. The apartment was fantastic...even better than the pictures could show. Perfect location and we walked everywhere easily, including the Acropolis and Parthenon. Just minutes walk to all sorts of clubs and restaurants on the park. The apartment was stocked with delicious yogurt, nuts, berries, tea, and cereal. Meticulously decorated and furnished. Clothes Washer/dryer a great plus. "
201006,1,49,Company Invited,1,,Male,3,4,Deluxe,5,4,3,1,,sun,"The appartment is perfect and te location is very good ! 
Nikos was very kind with us.
Thanks for all."
201007,1,29,Company Invited,1,20,Female,2,3,Standard,3,1,5,0,22553,sun,Very clean and spacious loft with an excellent taverna around the corner and a 5 minute walk to the center of all the bars and cafes in the trendy Gazi neighborhood. 
201008,0,54,Self Enquiry,1,6,Female,2,3,Super Deluxe,3,7,4,1,32328,fog,"This place was great! Very clean. Nicely supplied with sheets, towels, and breakfast supplies. Perfect location for restaurants and bars that aren't as touristy. The information listed is a bit misleading, as there is only one ""real"" bed, but the sofas were sufficient. Would definitely recommend!"
201009,0,58,Self Enquiry,1,6,Female,3,3,King,5,4,1,,34701,fog,What a wonderful flat! Very central to everything. We felt at home and recommend it strongly!
201010,0,55,Self Enquiry,1,6,Male,2,1,Super Deluxe,3,3,5,0,29732,fog,"Communication with Nikos was fast and effective at all stages. Checkin details were easy, even for those of us who were checking in at different times. The space is contemporary, clean, bright and in a quiet neighbourhood just 6 minutes walk from the metro at Gazi which had taken us straight from the airport. Gazi neighbourhood is extremely trendy with excellent eateries, bars, coffee houses etc. Nikos' place is so well equipped, we were 3 adults and a 2 year old and had ample space. We walked to all tourist attractions in less than 30 minutes but taxis are also abundant. The little touches really make the difference, the furniture is interesting and imaginative, the vinyl collection was really cool and the herb garden on the balcony was a lovely addition. Nikos even gave my sister a lift to the airport for a very early flight on the last day. In all would recommend And return."
201011,0,36,Self Enquiry,3,9,Fe Male,2,3,Deluxe,4,4,4,1,24278,fog,"The apartment was beautiful, lots of clean towels, very comfy bed, good AC. No complaints!"
201012,1,31,Company Invited,3,6,Female,2,5,Basic,3,2,3,1,16359,fog,"Great modern, light filled apartment. Friendly neighbours and great places to eat nearby. "
201013,0,30,Self Enquiry,3,,Female,3,3,Deluxe,5,1,3,0,19779,rain,This place was very nice! very clean! spacious! cozy! outstanding modern interior! kind! no complaints!
201014,0,31,Self Enquiry,1,14,Female,3,3,Super Deluxe,4,4,1,0,31422,rain,"Great! Clean, big appartement, good location, book it! "
201015,0,34,Company Invited,1,6,Male,3,3,Basic,5,6,1,2,17996,sun,"Maria, when she eventually arrived, was very nice and gave us excellent tips to dine out in the neighbourhood. We very much enjoyed the area with so many options to eat out in the evening at very affordable price. The flat is very quiet but suits better couple than a family of 4."
201016,1,31,Self Enquiry,1,14,Female,2,4,Basic,4,2,4,1,16261,rain,"Papercuts home is a great place to stay: it's modern, clean, in a quiet neighborhood yet quite centrally located. Enough fresh towels, sheets, excellent tea and breakfast supplies are provided. As well I enjoyed very much the great books and the vinyl collection. Nikos and Maria were both very friendly and helpful and the communication was fast and effective. I would definitely recommend Papercuts home to others!"
201017,0,27,Self Enquiry,1,17,Male,3,3,Basic,5,1,5,2,17099,rain,"Place is even better than pictures, and hosts are really good. The place is super clean and near to clubs in the area. Highly recommend this place to anyone visiting this area. It's worth every penny.  "
201018,0,36,Self Enquiry,1,10,Male,2,4,Deluxe,3,2,5,1,20810,rain,"A nice, modern and clean apartment. Recommended!"
201019,0,36,Self Enquiry,3,22,Female,3,4,Deluxe,5,5,5,0,20647,sun,"Amazing, spacious and modern flat right smack in the middle of Gaze. Close to restaurants, shops and walking distance to all of central Athens. Although central, it was very quite at night and a real pleasure to spend time during the day in the space getting some work done! All in all, AMAZING place!"
201020,0,,Self Enquiry,1,6,Male,3,3,Basic,3,1,3,0,18420,rain,Fantastic place in the heart of the city center.....every place to visit can be easy reach walking! Amazing is to have in the area cosy restaurant with very good food at cheap price!! 
201021,1,25,,3,,Male,3,4,Basic,5,4,1,0,,rain,"The apartment was perfect accomodation for a stay in Athens. Clean, new, and design furniture. Close to bars and restaurants, and just a short walk to subway. "
201022,0,,Company Invited,1,11,Male,2,1,Basic,3,1,5,0,18500,sun,"Nikos is very friendly, helpful and approachable. He's also very easy to get in touch. His place is very cozy with unique own designed paper-cut furnitures in a quiet and safe area where is very convenient to city centre, walking distance about 10-15 mins. A lot of great and popular restaurants and also metro station nearby his place. Highly recommend to everyone who is a couple, friends or family looking for a place to stay in Athens! "
201023,0,56,Self Enquiry,1,6,Female,2,3,Basic,5,3,5,1,17066,rain,"The apartment is very nice and comfortable, welcome has been great. Thanks"
201024,0,47,Self Enquiry,1,8,Female,2,3,Super Deluxe,3,4,5,0,32169,rain,"This appartmentis really amazing! Very clean, a lot of space and sun, super location. Also 24/7 you have hot water and warm floors - thats plusplus for comfort living! Thanks Nikos a lot! "
201025,0,,Self Enquiry,3,10,Female,2,3,Deluxe,3,2,5,0,,rain,"Nikos's place was wonderful! Spotless, neat, modern apt in an equally modern building on a quiet street in a hip neighborhood. "
201026,0,32,Self Enquiry,3,13,Male,3,3,Deluxe,3,5,5,1,24204,rain,"Highly recommend this apartment. Great location, super modern and clean with everything you need. 
Nikos was very organised and helpful. And made our check-in very smooth.
Maria, who was looking after the apartment was also fantastic. My girlfriend developed a throat infection on arrival and Maria kindly helped us find a doctor and even booked the appointment for us. She's a really nice lady and made us feel at home as soon as we arrived. 
"
201027,0,34,Self Enquiry,1,6,Female,2,4,Basic,4,6,1,1,18294,rain,"We absolutely loved this place and Maria. We did not want to leave. Great location, in walking distance to amazing restaurants (obsessed with Seychelles, a must for great food) and night life, we even walked to the Parthenon. Being an interior designer I loved the decor and design books. The record player stereo system were and added bonus. I strongly recommend staying here for the real Athens experience! Cheers!"
201028,0,41,Self Enquiry,1,11,Male,2,1,Basic,3,3,1,1,17127,rain,"Our stay at Nikos's place could not have been any better! The apartment was very clean and had a great location. Maria, the cleaning lady, was extremely helpful and very accommodating. If I am ever in Athens again I wouldn't want to stay anywhere else but here."
201029,0,,Company Invited,1,15,Male,2,3,Deluxe,3,4,3,0,,rain,"A really great little flat, in a side street of a very trendy and lively neighbourhood. It was very spacious for two (and probably would be fine for more), with a great little outdoor space and living area. Comfy bed, too, with great black-out blinds. A unique and memorable place, we will be recommending to friends and family! "
201030,0,31,Self Enquiry,3,14,Male,2,3,Standard,3,2,3,0,25793,rain,"Beautiful and stylish apartment, in a quiet street downtown Athens! I stayed only for a few hours but i definitely recommend it!! "
201031,1,46,Self Enquiry,3,15,Male,2,3,Standard,3,5,3,1,25096,rain,"Very nice place, spacious clean and in the city center, better than the picture"
201032,1,,Company Invited,1,8,Female,2,4,Basic,5,3,3,0,18646,rain,"Niko's place was a great find! The apartment was perfect for our needs. It initially doesn't seem like a great neighborhood,(not as trendy as nearby areas), but has a great bakery, grocery store. One plus, is that the street was quiet, so you will sleep well here."
201033,1,31,Company Invited,1,6,Female,3,1,Standard,4,2,3,2,22446,rain,"Four Norwegian women stayed five nights in Nico's apartment. We found the location to be very convenient for our purpose to visit Athens. From there we could easily get around and also find small restaurants and bars nearby. The apartment is located in a quiet street, clean with interesting furniture. Window blinds perfect to shut all light from coming in. One must have in mind our age and amount of woman when we say that beds were not the softest and the bathroom not the largest. Otherwise the apartment had all the equipment you need, also for convenient meals. We loved using the toaster! And also appreciated that there where some nice items to eat upon a late arrival. The housekeeper was very friendly and helpful, gave instructions and explained where to find the closest grocery shop and metro station. Maria even came to see the exhibition we held during Athens Jewelry Week!
Thank you for hosting us. We highly recommend this apartment! "
201034,0,45,Self Enquiry,1,26,Male,3,5,Standard,5,3,3,0,25851,rain,"I really liked this apartment. It's spacious, very clean and well equipped. Maria, the lady that greeted us, was very lovely.  Nikos is a wonderful host, always concerned that we were confortable and well informed."
201035,0,31,Self Enquiry,2,14,Female,3,1,Basic,4,1,1,2,17109,fog,"Nikos his apartment was perfect, very spacious, very clean, good bed and nice neighbourhood. I would recommend! "
201036,1,,Company Invited,1,8,Male,3,3,Basic,3,7,3,1,,rain,"Very nice, spacious and modern Apartment. A good place to stay in a not so touristic part of athens. "
201037,0,45,Self Enquiry,1,35,Male,2,3,Standard,3,5,5,0,24380,rain,"It was our first time for my girlfriend & I to stay into an Airbnb. It was a very nice & large apartment located in Gazi. Many furnitures were made of cardboard, very artistic, if you like it, it was very original ! We never actually met Nikos the host but Maria (the cleaning lady downstairs on the first floor). She welcomed us and showed us the apartment. She explained a bit what was around, the supermarket (MyMarket 2 minutes walk), the bakery, restaurants, etc. It's about 5/10 minutes walk from ""Kerameikos"" subway station. The neighborhood is a bit scary during day time with a lot of gratifis, ghetto trash style but at night time it turns more friendly and many bars & terraces are around the apartment. The apartment was enough for at least 4 people. We liked the terrace outside on the balcony. The bathroom was a bit small for the size of the apartment. It was all equiped, iron, body gel, etc... At this end it's a good alternative instead of hotels, I paid 406$ CAD for 3 nights, I think it was worth it. We recommend Nikos Airbnb even if we never met him. "
201038,0,48,Self Enquiry,3,13,Male,3,3,Deluxe,5,5,4,1,20486,rain,"Lovely apartment. Matia the cleaning lady was very prompt, responsive and attentive. Comfortable stay. The apartment is a about 25-30 mins walk from the Acropolis and the main square."
201039,1,34,Self Enquiry,2,15,Female,2,3,Basic,3,2,1,0,17742,rain,"Really glad I stayed at Niko's. Close enough to the action of Gazi, yet tucked away enough to get a real taste of Athens. Wander just a couple blocks in any direction to find amazing, hip, LOCAL restaurants, bars, jazz clubs, etc. All the tourist attractions are a 20 minute walk or quick taxi ride away. Inside, the space is clean, well designed, and all the windows are appointed with sweet black out shades. Top notch, don't hesitate. :)"
201040,0,40,Company Invited,1,14,Male,2,4,Standard,4,3,1,1,28757,rain,"Great apartment, close to Keramicos metro and the nightlife and restaurants of Gazi. Spotless, nicely appointed and Maria the host was very helpful and friendly. Would definitely stay there again."
201041,0,28,Self Enquiry,3,11,Male,2,3,Deluxe,5,1,1,0,23463,sun,"A lovely apartment with everything we could ask for, even a classical record player. The airconditioning was also great during a heat wave in athens. A wonderful and beautiful stay! Thanks!
"
201042,0,44,Company Invited,1,11,Male,2,4,Basic,3,4,1,1,18162,fog,I've stayed in many AirBnb's all over the world.  This one has to be one of my favorites thus far.  The furniture is so cool.  Solid Wifi.  Close proximity to everywhere you want to be. Vinyl player is legit!  Just a great place to stay.  Just book it.  Don't even hesitate.  If the dates are available - book it now and you won't regret it.  Thank you for an amazing experience.  -Chris
201043,0,53,Self Enquiry,1,8,Male,2,1,Super Deluxe,4,5,1,0,31598,rain,"Beautiful space with plenty of light, a gorgeous balcony and basic necesseties. It was walking distance to the local eateries and the recommendations to Butcher and Gazi were great! (They were so close). We went in the peak of Summer which is understandable why the bedroom didn't cool down but it was comfortable enough. Thanks so much to Maria and Nikos for having us x"
201044,0,49,Self Enquiry,1,11,Male,3,3,Deluxe,3,3,3,0,21651,sun,"Nikos apartment is great and is definitely a very good choice to stay in Athens. Is very central (20m walk to the main atractions and most touristic spots) but in a quiet neighborhood with nice buildings (unfortunately some degraded). Nearby there are many restaurants and bars with terraces, and also a supermarket. We and the children loved our stay in Nikos apartment!!!!"
201045,0,40,Self Enquiry,1,8,Male,3,3,Basic,3,3,1,0,17345,sun,"Nikos has an incredible home! Thank you for the stay!
His housekeeper is absolutely spectacular and needs to be rewarded as such!"
201046,0,,Self Enquiry,1,26,Male,2,3,Basic,4,2,5,1,18420,sun,Staying at Nikos was easy. Great location for seeing Athens sites if you want to also get out of the super touristy area. Train station and supermarket both nearby and Nikos was very easy to deal with
201047,0,33,,3,,Male,2,3,Deluxe,5,1,3,0,,sun,"We had a lovely time in Nikos's flat, the place is beautifully decorated, clean and comfortable and with everything we needed. The neighbourhood is lively with good restaurants not so touristic though close to centre."
201048,0,34,Self Enquiry,3,,Male,2,5,Deluxe,5,4,5,1,19759,sun,Very nice stay. Everything was great. I would absolutly recommend this appartement!
201049,0,30,Self Enquiry,3,22,Male,3,3,Deluxe,3,1,3,2,20301,sun,"Great apartment that is spacious, spotlessly clean and beautifully decorated. A fun neighborhood with excellent cafes, tavernas and supermarket close by.  Would definitely recommend. Nikos and Maria are terrific hosts. Thank you!"
201050,0,,Company Invited,1,15,Female,3,3,Basic,3,2,4,1,18673,sun,Best Airbnb experience! Thanks Nicos!
201051,0,44,Company Invited,3,,Female,3,3,Deluxe,3,1,4,1,19768,sun,"The apartment is nect to the old town in a very quiet streeet. It as exactly as descriped, very clean, everything funcional, we missed nothing. Maria was our host and she is an angel, tries to make your stay as comfortable as possible, she is extremly friendly. Highly recommendable."
201052,0,30,Company Invited,1,13,Male,3,3,Basic,3,2,5,0,16274,sun,Great place quite neighborhood with great local restaurants and bakeries and coffee shops
